date,service,ridership
2023-10-10,ets,8994
2023-10-11,ets,8782
2023-10-12,ets,10647
2023-10-13,ets,12465
2023-10-14,ets,11912
2023-10-15,ets,12159
2023-10-16,ets,11004
2023-10-17,ets,8417
2023-10-18,ets,8878
2023-10-19,ets,10504
2023-10-20,ets,12054
2023-10-21,ets,11746
2023-10-22,ets,12231
2023-10-23,ets,10824
2023-10-24,ets,8750
2023-10-25,ets,8808
2023-10-26,ets,10491
2023-10-27,ets,12235
2023-10-28,ets,11975
2023-10-29,ets,12205
2023-10-30,ets,10819
2023-10-31,ets,8525
2023-11-01,ets,8684
2023-11-02,ets,11272
2023-11-03,ets,12370
2023-11-04,ets,11463
2023-11-05,ets,12421
2023-11-06,ets,10847
2023-11-07,ets,8998
2023-11-08,ets,10377
2023-11-09,ets,13091
2023-11-10,ets,14277
2023-11-11,ets,13436
2023-11-12,ets,12730
2023-11-13,ets,13204
2023-11-14,ets,12316
2023-11-15,ets,11393
2023-11-16,ets,11176
2023-11-17,ets,12012
2023-11-18,ets,11916
2023-11-19,ets,12196
2023-11-20,ets,11161
2023-11-21,ets,9672
2023-11-22,ets,9907
2023-11-23,ets,11027
2023-11-24,ets,12204
2023-11-25,ets,12085
2023-11-26,ets,11964
2023-11-27,ets,11515
2023-11-28,ets,10057
2023-11-29,ets,9856
2023-11-30,ets,11031
2023-12-01,ets,12495
2023-12-02,ets,11873
2023-12-03,ets,12160
2023-12-04,ets,11176
2023-12-05,ets,9448
2023-12-06,ets,9513
2023-12-07,ets,11229
2023-12-08,ets,12528
2023-12-09,ets,12014
2023-12-10,ets,12004
2023-12-11,ets,11624
2023-12-12,ets,10616
2023-12-13,ets,9836
2023-12-14,ets,11393
2023-12-15,ets,13180
2023-12-16,ets,12600
2023-12-17,ets,12832
2023-12-18,ets,12609
2023-12-19,ets,12445
2023-12-20,ets,12619
2023-12-21,ets,13069
2023-12-22,ets,13823
2023-12-23,ets,13083
2023-12-24,ets,12886
2023-12-25,ets,13089
2023-12-26,ets,12879
2023-12-27,ets,12530
2023-12-28,ets,13009
2023-12-29,ets,13154
2023-12-30,ets,12960
2023-12-31,ets,12895
2024-01-01,ets,13418
2024-01-02,ets,11678
2024-01-03,ets,9904
2024-01-04,ets,9136
2024-01-05,ets,10917
2024-01-06,ets,10871
2024-01-07,ets,11308
2024-01-08,ets,9335
2024-01-09,ets,7877
2024-01-10,ets,8684
2024-01-11,ets,9844
2024-01-12,ets,11570
2024-01-13,ets,10855
2024-01-14,ets,11271
2024-01-15,ets,10340
2024-01-16,ets,8285
2024-01-17,ets,7982
2024-01-18,ets,10236
2024-01-19,ets,11696
2024-01-20,ets,11687
2024-01-21,ets,11363
2024-01-22,ets,10365
2024-01-23,ets,9891
2024-01-24,ets,11943
2024-01-25,ets,11564
2024-01-26,ets,12321
2024-01-27,ets,12191
2024-01-28,ets,12990
2024-01-29,ets,10944
2024-01-30,ets,9049
2024-01-31,ets,9627
2024-02-01,ets,9927
2024-02-02,ets,11324
2024-02-03,ets,11402
2024-02-04,ets,11733
2024-02-05,ets,11040
2024-02-06,ets,10605
2024-02-07,ets,13294
2024-02-08,ets,14343
2024-02-09,ets,14591
2024-02-10,ets,14032
2024-02-11,ets,14118
2024-02-12,ets,14463
2024-02-13,ets,14142
2024-02-14,ets,12719
2024-02-15,ets,12750
2024-02-16,ets,12909
2024-02-17,ets,12708
2024-02-18,ets,13252
2024-02-19,ets,12418
2024-02-20,ets,11762
2024-02-21,ets,12072
2024-02-22,ets,12531
2024-02-23,ets,12949
2024-02-24,ets,12833
2024-02-25,ets,12860
2024-02-26,ets,12689
2024-02-27,ets,12451
2024-02-28,ets,12258
2024-02-29,ets,12844
2024-03-01,ets,13391
2024-03-02,ets,12726
2024-03-03,ets,12857
2024-03-04,ets,12669
2024-03-05,ets,12105
2024-03-06,ets,12186
2024-03-07,ets,12212
2024-03-08,ets,12844
2024-03-09,ets,12778
2024-03-10,ets,12947
2024-03-11,ets,10879
2024-03-12,ets,7274
2024-03-13,ets,7915
2024-03-14,ets,9473
2024-03-15,ets,11585
2024-03-16,ets,10279
2024-03-17,ets,11879
2024-03-18,ets,9532
2024-03-19,ets,7216
2024-03-20,ets,6874
2024-03-21,ets,8684
2024-03-22,ets,11625
2024-03-23,ets,10328
2024-03-24,ets,11820
2024-03-25,ets,9956
2024-03-26,ets,8125
2024-03-27,ets,10339
2024-03-28,ets,10600
2024-03-29,ets,11535
2024-03-30,ets,11653
2024-03-31,ets,11979
2024-04-01,ets,10369
2024-04-02,ets,8429
2024-04-03,ets,9613
2024-04-04,ets,12417
2024-04-05,ets,14205
2024-04-06,ets,13399
2024-04-07,ets,13021
2024-04-08,ets,12437
2024-04-09,ets,13167
2024-04-10,ets,13232
2024-04-11,ets,13661
2024-04-12,ets,13467
2024-04-13,ets,13760
2024-04-14,ets,14443
2024-04-15,ets,13017
2024-04-16,ets,10542
2024-04-17,ets,9386
2024-04-18,ets,10028
2024-04-19,ets,11651
2024-04-20,ets,11635
2024-04-21,ets,12151
2024-04-22,ets,10320
2024-04-23,ets,7994
2024-04-24,ets,8076
2024-04-25,ets,10546
2024-04-26,ets,12084
2024-04-27,ets,11864
2024-04-28,ets,11982
2024-04-29,ets,10795
2024-04-30,ets,10345
2024-05-01,ets,11480
2024-05-02,ets,10473
2024-05-03,ets,11829
2024-05-04,ets,11828
2024-05-05,ets,12149
2024-05-06,ets,10839
2024-05-07,ets,8722
2024-05-08,ets,8555
2024-05-09,ets,10275
2024-05-10,ets,12098
2024-05-11,ets,11801
2024-05-12,ets,12051
2024-05-13,ets,10705
2024-05-14,ets,8511
2024-05-15,ets,8465
2024-05-16,ets,10233
2024-05-17,ets,11765
2024-05-18,ets,11758
2024-05-19,ets,12119
2024-05-20,ets,10883
2024-05-21,ets,10271
2024-05-22,ets,11140
2024-05-23,ets,11335
2024-05-24,ets,13335
2024-05-25,ets,12809
2024-05-26,ets,12753
2024-05-27,ets,12553
2024-05-28,ets,12441
2024-05-29,ets,12639
2024-05-30,ets,12687
2024-05-31,ets,12937
2024-06-01,ets,12882
2024-06-02,ets,12900
2024-06-03,ets,13276
2024-06-04,ets,11472
2024-06-05,ets,9757
2024-06-06,ets,10066
2024-06-07,ets,11325
2024-06-08,ets,11536
2024-06-09,ets,11643
2024-06-10,ets,10912
2024-06-11,ets,9758
2024-06-12,ets,10343
2024-06-13,ets,13174
2024-06-14,ets,14461
2024-06-15,ets,13880
2024-06-16,ets,13089
2024-06-17,ets,13724
2024-06-18,ets,14016
2024-06-19,ets,11755
2024-06-20,ets,11266
2024-06-21,ets,12393
2024-06-22,ets,12448
2024-06-23,ets,12558
2024-06-24,ets,10911
2024-06-25,ets,9560
2024-06-26,ets,9368
2024-06-27,ets,10671
2024-06-28,ets,11892
2024-06-29,ets,11648
2024-06-30,ets,11899
2024-07-01,ets,10963
2024-07-02,ets,9019
2024-07-03,ets,9750
2024-07-04,ets,11175
2024-07-05,ets,13441
2024-07-06,ets,12845
2024-07-07,ets,12791
2024-07-08,ets,12919
2024-07-09,ets,11480
2024-07-10,ets,11005
2024-07-11,ets,11135
2024-07-12,ets,11997
2024-07-13,ets,11717
2024-07-14,ets,11880
2024-07-15,ets,11246
2024-07-16,ets,9976
2024-07-17,ets,9975
2024-07-18,ets,10930
2024-07-19,ets,11896
2024-07-20,ets,11742
2024-07-21,ets,11745
2024-07-22,ets,11219
2024-07-23,ets,10176
2024-07-24,ets,10262
2024-07-25,ets,11174
2024-07-26,ets,12049
2024-07-27,ets,11714
2024-07-28,ets,12042
2024-07-29,ets,11250
2024-07-30,ets,9939
2024-07-31,ets,9836
2024-08-01,ets,10786
2024-08-02,ets,11780
2024-08-03,ets,11737
2024-08-04,ets,11744
2024-08-05,ets,11081
2024-08-06,ets,9775
2024-08-07,ets,10050
2024-08-08,ets,10945
2024-08-09,ets,12100
2024-08-10,ets,11688
2024-08-11,ets,11989
2024-08-12,ets,11223
2024-08-13,ets,9958
2024-08-14,ets,9939
2024-08-15,ets,10815
2024-08-16,ets,11797
2024-08-17,ets,11334
2024-08-18,ets,11846
2024-08-19,ets,10995
2024-08-20,ets,9351
2024-08-21,ets,9320
2024-08-22,ets,10627
2024-08-23,ets,11802
2024-08-24,ets,11376
2024-08-25,ets,11753
2024-08-26,ets,10829
2024-08-27,ets,8897
2024-08-28,ets,9106
2024-08-29,ets,10694
2024-08-30,ets,12084
2024-08-31,ets,11304
2024-09-01,ets,11834
2024-09-02,ets,11185
2024-09-03,ets,9379
2024-09-04,ets,8918
2024-09-05,ets,10285
2024-09-06,ets,11471
2024-09-07,ets,11297
2024-09-08,ets,11558
2024-09-09,ets,10835
2024-09-10,ets,9225
2024-09-11,ets,10554
2024-09-12,ets,11312
2024-09-13,ets,13366
2024-09-14,ets,12975
2024-09-15,ets,12571
2024-09-16,ets,12767
2024-09-17,ets,12569
2024-09-18,ets,12463
2024-09-19,ets,12391
2024-09-20,ets,12619
2024-09-21,ets,12431
2024-09-22,ets,12689
2024-09-23,ets,11154
2024-09-24,ets,9143
2024-09-25,ets,9064
2024-09-26,ets,10162
2024-09-27,ets,11485
2024-09-28,ets,11466
2024-09-29,ets,11639
2024-09-30,ets,10581
2024-10-01,ets,8926
2024-10-02,ets,8949
2024-10-03,ets,10617
2024-10-04,ets,11911
2024-10-05,ets,11516
2024-10-06,ets,11807
2024-10-07,ets,10822
2024-10-08,ets,8974
2024-10-09,ets,9228
2024-10-10,ets,10414
2024-10-11,ets,11683
2024-10-12,ets,11514
2024-10-13,ets,12079
2024-10-14,ets,10474
2024-10-15,ets,8529
2024-10-16,ets,8069
2024-10-17,ets,9769
2024-10-18,ets,11685
2024-10-19,ets,10762
2024-10-20,ets,11393
2024-10-21,ets,10180
2024-10-22,ets,7801
2024-10-23,ets,8546
2024-10-24,ets,10220
2024-10-25,ets,11815
2024-10-26,ets,11754
2024-10-27,ets,11543
2024-10-28,ets,11416
2024-10-29,ets,12413
2024-10-30,ets,13821
2024-10-31,ets,13205
2024-11-01,ets,12729
2024-11-02,ets,12960
2024-11-03,ets,13750
2024-11-04,ets,11722
2024-11-05,ets,10118
2024-11-06,ets,8966
2024-11-07,ets,10064
2024-11-08,ets,11491
2024-11-09,ets,11387
2024-11-10,ets,11556
2024-11-11,ets,10743
2024-11-12,ets,9509
2024-11-13,ets,9408
2024-11-14,ets,10946
2024-11-15,ets,12496
2024-11-16,ets,11816
2024-11-17,ets,11984
2024-11-18,ets,11050
2024-11-19,ets,9160
2024-11-20,ets,9694
2024-11-21,ets,10805
2024-11-22,ets,11934
2024-11-23,ets,11829
2024-11-24,ets,12241
2024-11-25,ets,11432
2024-11-26,ets,9873
2024-11-27,ets,10199
2024-11-28,ets,11176
2024-11-29,ets,12263
2024-11-30,ets,11792
2024-12-01,ets,11899
2024-12-02,ets,11296
2024-12-03,ets,9915
2024-12-04,ets,10025
2024-12-05,ets,11125
2024-12-06,ets,11994
2024-12-07,ets,11789
2024-12-08,ets,12097
2024-12-09,ets,11286
2024-12-10,ets,10525
2024-12-11,ets,10367
2024-12-12,ets,10790
2024-12-13,ets,11727
2024-12-14,ets,11490
2024-12-15,ets,11789
2024-12-16,ets,11295
2024-12-17,ets,10590
2024-12-18,ets,11224
2024-12-19,ets,12105
2024-12-20,ets,13573
2024-12-21,ets,12912
2024-12-22,ets,12782
2024-12-23,ets,12606
2024-12-24,ets,12653
2024-12-25,ets,12657
2024-12-26,ets,12637
2024-12-27,ets,12686
2024-12-28,ets,12772
2024-12-29,ets,13099
2024-12-30,ets,11551
2024-12-31,ets,11051
2025-01-01,ets,11434
2025-01-02,ets,11010
2025-01-03,ets,11331
2025-01-04,ets,11286
2025-01-05,ets,11804
2025-01-06,ets,10101
2025-01-07,ets,8217
2025-01-08,ets,8264
2025-01-09,ets,9694
2025-01-10,ets,11239
2025-01-11,ets,11223
2025-01-12,ets,11490
2025-01-13,ets,10099
2025-01-14,ets,8103
2025-01-15,ets,8852
2025-01-16,ets,9980
2025-01-17,ets,12152
2025-01-18,ets,12042
2025-01-19,ets,12081
2025-01-20,ets,11951
2025-01-21,ets,11268
2025-01-22,ets,11566
2025-01-23,ets,12741
2025-01-24,ets,13009
2025-01-25,ets,12839
2025-01-26,ets,12761
2025-01-27,ets,12813
2025-01-28,ets,13243
2025-01-29,ets,12880
2025-01-30,ets,13724
2025-01-31,ets,13699
2025-02-01,ets,13667
2025-02-02,ets,14009
2025-02-03,ets,11957
2025-02-04,ets,11444
2025-02-05,ets,11419
2025-02-06,ets,11681
2025-02-07,ets,12894
2025-02-08,ets,12765
2025-02-09,ets,12805
2025-02-10,ets,11772
2025-02-11,ets,11614
2025-02-12,ets,11219
2025-02-13,ets,11558
2025-02-14,ets,12713
2025-02-15,ets,12458
2025-02-16,ets,12545
2025-02-17,ets,11022
2025-02-18,ets,9559
2025-02-19,ets,9622
2025-02-20,ets,10571
2025-02-21,ets,11728
2025-02-22,ets,11707
2025-02-23,ets,11990
2025-02-24,ets,10785
2025-02-25,ets,9955
2025-02-26,ets,9221
2025-02-27,ets,10288
2025-02-28,ets,11834
2025-03-01,ets,10111
2025-03-02,ets,11221
2025-03-03,ets,9712
2025-03-04,ets,7110
2025-03-05,ets,6763
2025-03-06,ets,8327
2025-03-07,ets,10980
2025-03-08,ets,9300
2025-03-09,ets,11293
2025-03-10,ets,9171
2025-03-11,ets,6883
2025-03-12,ets,6979
2025-03-13,ets,9044
2025-03-14,ets,11685
2025-03-15,ets,10730
2025-03-16,ets,11529
2025-03-17,ets,9597
2025-03-18,ets,9864
2025-03-19,ets,8097
2025-03-20,ets,8560
2025-03-21,ets,11231
2025-03-22,ets,10276
2025-03-23,ets,11142
2025-03-24,ets,9396
2025-03-25,ets,8997
2025-03-26,ets,10200
2025-03-27,ets,11162
2025-03-28,ets,15524
2025-03-29,ets,13687
2025-03-30,ets,13633
2025-03-31,ets,12774
2025-04-01,ets,13564
2025-04-02,ets,13428
2025-04-03,ets,13064
2025-04-04,ets,13480
2025-04-05,ets,14724
2025-04-06,ets,15686
2025-04-07,ets,10634
2025-04-08,ets,9578
2025-04-09,ets,8525
2025-04-10,ets,10249
2025-04-11,ets,11713
2025-04-12,ets,11479
2025-04-13,ets,12118
2025-04-14,ets,10493
2025-04-15,ets,8820
2025-04-16,ets,8925
2025-04-17,ets,10658
2025-04-18,ets,12219
2025-04-19,ets,11477
2025-04-20,ets,11993
2025-04-21,ets,10599
2025-04-22,ets,8510
2025-04-23,ets,8624
2025-04-24,ets,10402
2025-04-25,ets,12231
2025-04-26,ets,11580
2025-04-27,ets,12035
2025-04-28,ets,10721
2025-04-29,ets,9674
2025-04-30,ets,11796
2025-05-01,ets,12010
2025-05-02,ets,11800
2025-05-03,ets,11798
2025-05-04,ets,12358
2025-05-05,ets,11086
2025-05-06,ets,8475
2025-05-07,ets,8514
2025-05-08,ets,10619
2025-05-09,ets,12285
2025-05-10,ets,12276
2025-05-11,ets,11932
2025-05-12,ets,12407
2025-05-13,ets,10920
2025-05-14,ets,8722
2025-05-15,ets,9428
2025-05-16,ets,11292
2025-05-17,ets,10421
2025-05-18,ets,11562
2025-05-19,ets,9800
2025-05-20,ets,8291
2025-05-21,ets,8578
2025-05-22,ets,9874
2025-05-23,ets,11591
2025-05-24,ets,11446
2025-05-25,ets,11712
2025-05-26,ets,10436
2025-05-27,ets,9331
2025-05-28,ets,11442
2025-05-29,ets,13004
2025-05-30,ets,13366
2025-05-31,ets,13046
2025-06-01,ets,12666
2025-06-02,ets,12795
2025-06-03,ets,12470
2025-06-04,ets,12572
2025-06-05,ets,12512
2025-06-06,ets,13487
2025-06-07,ets,12958
2025-06-08,ets,14169
2025-06-09,ets,13715
2025-06-10,ets,10964
2025-06-11,ets,9743
2025-06-12,ets,9889
2025-06-13,ets,11509
2025-06-14,ets,11509
2025-06-15,ets,11651
2025-06-16,ets,10980
2025-06-17,ets,9463
2025-06-18,ets,9514
2025-06-19,ets,10727
2025-06-20,ets,11781
2025-06-21,ets,11697
2025-06-22,ets,11990
2025-06-23,ets,11064
2025-06-24,ets,9729
2025-06-25,ets,11125
2025-06-26,ets,12238
2025-06-27,ets,12235
2025-06-28,ets,11870
2025-06-29,ets,12553
2025-06-30,ets,11432
2025-07-01,ets,9803
2025-07-02,ets,9084
2025-07-03,ets,10678
2025-07-04,ets,12020
2025-07-05,ets,11916
2025-07-06,ets,12005
2025-07-07,ets,11272
2025-07-08,ets,9588
2025-07-09,ets,9720
2025-07-10,ets,11075
2025-07-11,ets,12214
2025-07-12,ets,11996
2025-07-13,ets,12131
2025-07-14,ets,11345
2025-07-15,ets,9933
2025-07-16,ets,9857
2025-07-17,ets,10986
2025-07-18,ets,12043
2025-07-19,ets,11797
2025-07-20,ets,12209
2025-07-21,ets,11325
2025-07-22,ets,10260
2025-07-23,ets,10372
2025-07-24,ets,11388
2025-07-25,ets,12325
2025-07-26,ets,12075
2025-07-27,ets,12126
2025-07-28,ets,11270
2025-07-29,ets,9890
2025-07-30,ets,9821
2025-07-31,ets,11022
2025-08-01,ets,12038
2025-08-02,ets,11821
2025-08-03,ets,11975
2025-08-04,ets,10966
2025-08-05,ets,9316
2025-08-06,ets,9686
2025-08-07,ets,10856
2025-08-08,ets,12118
2025-08-09,ets,11895
2025-08-10,ets,12013
2025-08-11,ets,11122
2025-08-12,ets,9895
2025-08-13,ets,9876
2025-08-14,ets,11049
2025-08-15,ets,12010
2025-08-16,ets,11633
2025-08-17,ets,11997
2025-08-18,ets,11017
2025-08-19,ets,9692
2025-08-20,ets,9540
2025-08-21,ets,10862
2025-08-22,ets,11929
2025-08-23,ets,11450
2025-08-24,ets,11858
2025-08-25,ets,10942
2025-08-26,ets,9061
2025-08-27,ets,9870
2025-08-28,ets,11864
2025-08-29,ets,13210
2025-08-30,ets,13410
2025-08-31,ets,12600
2025-09-01,ets,13708
2025-09-02,ets,11015
2025-09-03,ets,9894
2025-09-04,ets,11355
2025-09-05,ets,12623
2025-09-06,ets,12174
2025-09-07,ets,13326
2025-09-08,ets,10920
2025-09-09,ets,9077
2025-09-10,ets,10187
2025-09-11,ets,11659
2025-09-12,ets,13789
2025-09-13,ets,13634
2025-09-14,ets,13712
2025-09-15,ets,13411
2025-09-16,ets,13733
2025-09-17,ets,13092
2025-09-18,ets,12836
2025-09-19,ets,13064
2025-09-20,ets,12916
2025-09-21,ets,13398
2025-09-22,ets,11229
2025-09-23,ets,9294
2025-09-24,ets,9288
2025-09-25,ets,10565
2025-09-26,ets,12032
2025-09-27,ets,11867
2025-09-28,ets,12251
2025-09-29,ets,10575
2025-09-30,ets,9015
2025-10-01,ets,8819
2025-10-02,ets,10587
2025-10-03,ets,12369
2025-10-04,ets,11993
2025-10-05,ets,12446
2025-10-06,ets,11152
2025-10-07,ets,9727
2025-10-08,ets,9273
2025-10-09,ets,10620
2025-10-10,ets,12432
2025-10-11,ets,11980
2025-10-12,ets,12301
2025-10-13,ets,10685
2025-10-14,ets,8707
2025-10-15,ets,10162
2025-10-16,ets,12035
2025-10-17,ets,14708
2025-10-18,ets,14031
2025-10-19,ets,13477
2025-10-20,ets,13931
2025-10-21,ets,13339
2025-10-22,ets,13123
2025-10-23,ets,11754
2025-10-24,ets,12389
2025-10-25,ets,12324
2025-10-26,ets,12863
2025-10-27,ets,10911
2025-10-28,ets,9319
2025-10-29,ets,9064
2025-10-30,ets,10331
2025-10-31,ets,12280
2025-11-01,ets,11786
2025-11-02,ets,12311
2025-11-03,ets,10480
2025-11-04,ets,8678
2025-11-05,ets,9181
2025-11-06,ets,11749
2020-10-15,intercity,807
2020-10-16,intercity,1176
2020-10-17,intercity,1720
2020-10-18,intercity,1048
2020-10-19,intercity,685
2020-10-20,intercity,729
2020-10-21,intercity,861
2020-10-22,intercity,913
2020-10-23,intercity,1663
2020-10-24,intercity,1698
2020-10-25,intercity,1148
2020-10-26,intercity,830
2020-10-27,intercity,834
2020-10-28,intercity,1360
2020-10-29,intercity,2496
2020-10-30,intercity,2376
2020-10-31,intercity,2231
2020-11-01,intercity,1290
2020-11-02,intercity,971
2020-11-03,intercity,827
2020-11-04,intercity,848
2020-11-05,intercity,1074
2020-11-06,intercity,1702
2020-11-07,intercity,2336
2020-11-08,intercity,1527
2020-11-09,intercity,1008
2020-11-10,intercity,796
2020-11-11,intercity,1261
2020-11-12,intercity,1145
2020-11-13,intercity,963
2020-11-14,intercity,1065
2020-11-15,intercity,1172
2020-11-16,intercity,763
2020-11-17,intercity,729
2020-11-18,intercity,644
2020-11-19,intercity,691
2020-11-20,intercity,673
2020-11-21,intercity,547
2020-11-22,intercity,533
2020-11-23,intercity,405
2020-11-24,intercity,322
2020-11-25,intercity,354
2020-11-26,intercity,382
2020-11-27,intercity,412
2020-11-28,intercity,458
2020-11-29,intercity,592
2020-11-30,intercity,376
2020-12-01,intercity,421
2020-12-02,intercity,401
2020-12-03,intercity,500
2020-12-04,intercity,428
2020-12-05,intercity,507
2020-12-06,intercity,665
2020-12-07,intercity,750
2020-12-08,intercity,702
2020-12-09,intercity,774
2020-12-10,intercity,894
2020-12-11,intercity,988
2020-12-12,intercity,991
2020-12-13,intercity,1127
2020-12-14,intercity,858
2020-12-15,intercity,908
2020-12-16,intercity,775
2020-12-17,intercity,942
2020-12-18,intercity,1037
2020-12-19,intercity,1220
2020-12-20,intercity,1111
2020-12-21,intercity,1001
2020-12-22,intercity,1041
2020-12-23,intercity,1184
2020-12-24,intercity,1572
2020-12-25,intercity,1632
2020-12-26,intercity,1825
2020-12-27,intercity,1480
2020-12-28,intercity,1406
2020-12-29,intercity,1414
2020-12-30,intercity,1554
2020-12-31,intercity,1521
2021-01-01,intercity,1501
2021-01-02,intercity,1660
2021-01-03,intercity,1296
2021-01-04,intercity,914
2021-01-05,intercity,863
2021-01-06,intercity,589
2021-01-07,intercity,240
2021-01-08,intercity,212
2021-01-09,intercity,295
2021-01-10,intercity,598
2021-01-11,intercity,455
2021-01-12,intercity,703
2021-01-13,intercity,217
2021-01-14,intercity,357
2021-01-15,intercity,363
2021-01-16,intercity,181
2021-01-17,intercity,164
2021-01-18,intercity,111
2021-01-19,intercity,123
2021-01-20,intercity,140
2021-01-21,intercity,154
2021-01-22,intercity,129
2021-01-23,intercity,148
2021-01-24,intercity,161
2021-01-25,intercity,148
2021-01-26,intercity,181
2021-01-27,intercity,174
2021-01-28,intercity,212
2021-01-29,intercity,121
2021-01-30,intercity,140
2021-01-31,intercity,230
2021-02-01,intercity,183
2021-02-02,intercity,118
2021-02-03,intercity,149
2021-02-04,intercity,203
2021-02-05,intercity,106
2021-02-06,intercity,141
2021-02-07,intercity,204
2021-02-08,intercity,206
2021-02-09,intercity,187
2021-02-10,intercity,219
2021-02-11,intercity,292
2021-02-12,intercity,139
2021-02-13,intercity,197
2021-02-14,intercity,186
2021-02-15,intercity,245
2021-02-16,intercity,194
2021-02-17,intercity,191
2021-02-18,intercity,260
2021-02-19,intercity,248
2021-02-20,intercity,350
2021-02-21,intercity,470
2021-02-22,intercity,349
2021-02-23,intercity,322
2021-02-24,intercity,317
2021-02-25,intercity,428
2021-02-26,intercity,363
2021-02-27,intercity,467
2021-02-28,intercity,604
2021-03-01,intercity,318
2021-03-02,intercity,319
2021-03-03,intercity,297
2021-03-04,intercity,499
2021-03-05,intercity,683
2021-03-06,intercity,1025
2021-03-07,intercity,952
2021-03-08,intercity,654
2021-03-09,intercity,615
2021-03-10,intercity,569
2021-03-11,intercity,714
2021-03-12,intercity,1256
2021-03-13,intercity,1300
2021-03-14,intercity,1029
2021-03-15,intercity,839
2021-03-16,intercity,617
2021-03-17,intercity,497
2021-03-18,intercity,829
2021-03-19,intercity,1515
2021-03-20,intercity,1861
2021-03-21,intercity,1073
2021-03-22,intercity,672
2021-03-23,intercity,928
2021-03-24,intercity,655
2021-03-25,intercity,1134
2021-03-26,intercity,1792
2021-03-27,intercity,1959
2021-03-28,intercity,1658
2021-03-29,intercity,1062
2021-03-30,intercity,1302
2021-03-31,intercity,1162
2021-04-01,intercity,1603
2021-04-02,intercity,2025
2021-04-03,intercity,1947
2021-04-04,intercity,1199
2021-04-05,intercity,765
2021-04-06,intercity,584
2021-04-07,intercity,790
2021-04-08,intercity,1457
2021-04-09,intercity,1801
2021-04-10,intercity,2131
2021-04-11,intercity,1419
2021-04-12,intercity,938
2021-04-13,intercity,506
2021-04-14,intercity,421
2021-04-15,intercity,766
2021-04-16,intercity,512
2021-04-17,intercity,747
2021-04-18,intercity,673
2021-04-19,intercity,345
2021-04-20,intercity,427
2021-04-21,intercity,309
2021-04-22,intercity,455
2021-04-23,intercity,370
2021-04-24,intercity,446
2021-04-25,intercity,505
2021-04-26,intercity,344
2021-04-27,intercity,339
2021-04-28,intercity,324
2021-04-29,intercity,469
2021-04-30,intercity,474
2021-05-01,intercity,458
2021-05-02,intercity,557
2021-05-03,intercity,417
2021-05-04,intercity,387
2021-05-05,intercity,339
2021-05-06,intercity,709
2021-05-07,intercity,581
2021-05-08,intercity,798
2021-05-09,intercity,878
2021-05-10,intercity,446
2021-05-11,intercity,519
2021-05-12,intercity,415
2021-05-13,intercity,175
2021-05-14,intercity,328
2021-05-15,intercity,494
2021-05-16,intercity,642
2021-05-17,intercity,463
2021-05-18,intercity,424
2021-05-19,intercity,273
2021-05-20,intercity,429
2021-05-21,intercity,397
2021-05-22,intercity,349
2021-05-23,intercity,343
2021-05-24,intercity,287
2021-05-25,intercity,305
2021-05-26,intercity,155
2021-05-27,intercity,293
2021-05-28,intercity,197
2021-05-29,intercity,263
2021-05-30,intercity,490
2021-05-31,intercity,367
2021-06-01,intercity,41
2021-06-02,intercity,37
2021-06-03,intercity,60
2021-06-04,intercity,28
2021-06-05,intercity,52
2021-06-06,intercity,37
2021-06-07,intercity,56
2021-06-08,intercity,80
2021-06-09,intercity,93
2021-06-10,intercity,60
2021-06-11,intercity,51
2021-06-12,intercity,55
2021-06-13,intercity,81
2021-06-14,intercity,101
2021-06-15,intercity,86
2021-06-16,intercity,96
2021-06-17,intercity,87
2021-06-18,intercity,76
2021-06-19,intercity,74
2021-06-20,intercity,103
2021-06-21,intercity,92
2021-06-22,intercity,76
2021-06-23,intercity,96
2021-06-24,intercity,65
2021-06-25,intercity,66
2021-06-26,intercity,63
2021-06-27,intercity,74
2021-06-28,intercity,77
2021-06-29,intercity,94
2021-06-30,intercity,71
2021-07-01,intercity,96
2021-07-02,intercity,94
2021-07-03,intercity,74
2021-07-04,intercity,81
2021-07-05,intercity,105
2021-07-06,intercity,109
2021-07-07,intercity,75
2021-07-08,intercity,117
2021-07-09,intercity,109
2021-07-10,intercity,100
2021-07-11,intercity,87
2021-07-12,intercity,79
2021-07-13,intercity,122
2021-07-14,intercity,107
2021-07-15,intercity,122
2021-07-16,intercity,117
2021-07-17,intercity,89
2021-07-18,intercity,157
2021-07-19,intercity,129
2021-07-20,intercity,69
2021-07-21,intercity,102
2021-07-22,intercity,148
2021-07-23,intercity,130
2021-07-24,intercity,113
2021-07-25,intercity,137
2021-07-26,intercity,94
2021-07-27,intercity,87
2021-07-28,intercity,95
2021-07-29,intercity,135
